ticket,issue_id,module,summary,role,source,comment,source_file,month,year,phase,top_level_category,sub_category,journeys
PFT-8478,204020,Groups & Enrolments,Custom Groups,Education outreach assistant,Sheet1 - Row 172,"So I have created a manual custom group for a set of pupils we are currently concerned about regarding attendance

 So for example when running a severe absence report we may have 20 pupils on there but out of those 20 we are only concerned about 5.

 For those pupils I want to be alerted on there attendance when it drops more, when they get a late for example and be able to show on the custom group the follow up actions. How can we set up alerts for the manual groups.

 Also it would be great to be able to delete members from this group and for them to drop into the former group list and perhaps the dates they were on the monitoring list. this way we can keep track of who has been in this group throughout the course of the year and then come off.

 Thanks",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Uncategorised,Taking Period-by-Period Registers
PFT-8477,204019,Communications,School inbox,Executive Assistant,Sheet1 - Row 173,"The school inbox currently does not appear to be fit for purpose in many ways. Our school is a large school with a number of admin staff who are responsible for different year groups. The problems we are facing are as follows:

 We are unable to delete any message meaning the inbox is very busy- The better solution for us would be to save the message against the pupils profile and then allow us to delete from the inbox.

 I have one admin member of staff responsible for KS3 message (Year 7/8) one member of staff responsible for KS4 (10/11/12) and one member of staff responsible for sixth form (12/13) they are unable to see what messages are intended for them specifically and therefore have to open all message to see which applies to them. Can we have recipient as an identifier for Year groups so instead of showing Stanwell school instead it would show e.g KS4 absences if It comes from a sender whose child is registered in Year 9/10/11 it would show as this.

 When a message is opened we are not able to mark it as unread again if it is not intended for the person opening it. This is very frustrating.

 On the main page of school inbox where it says Recipients/ sender/ received/ Read etc no clear marker for actioned which would be extremely helpful on this page. Instead we are having to click each message to see if it has been actioned causing lots of time.

 We would really welcome these changes as it is causing significant issues with messages being missed etc.",12. December 2025 - User feedback - Part 1.txt,December,2025,Secondary,Attendance & Registers,Uncategorised,Accessing Vital Pupil Context|Parent and guardian messages and notes|Taking Period-by-Period Registers|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-8476,204018,Attendance,Quick Follow up,Education outreach assistant,Sheet1 - Row 174,"Hi at the moment we can only edit to see authorised and unauthorised absences.

 It would be great if you could include the filters to include late/U and present marks

 this means that for any lates we can then do a quick follow up with messages/ calls etc

 Also even with present marks sometimes we need to update this with more information due to contact from parents and it is just an easier way to add/amend comments",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Pre-planned absence and notes,Parent and guardian messages and notes|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-8475,204017,Data & Reporting,Folders in Custom Report Writer,Data Officer,Sheet1 - Row 175,"Due to my role within our Trust, we are required to have many custom reports for each data round and for different criteria like attendance, behaviour and the school census. I think it would be a good idea if you could create folders in the custom report writer and store custom reports in these folders to make them easily findable and the custom report area would be cleaner, rather than scrolling through the custom reports to locate the required one.",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Behaviour Management,Behaviour incidents and logging,Logging Behaviour and Rewards|Taking Period-by-Period Registers|Logging Behaviour and Setting Detentions
PFT-8461,203980,Attendance,planned absence notes vanishing on the day of the absence,Admin,Sheet1 - Row 189,"can you make sure that the notes we put in planned absences (for future absences) stay in the notes section.

 I have the example where yesterday I recorded a child absence on yesterdays register , then input a planned absence for today with the same notes.

 I go to the register today and the mark is there but the notes are not?

 I have checked the audit history and nobody has amended my input

 If you need the example I have screen shot all relevant pages",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Pre-planned absence and notes,Taking Period-by-Period Registers
PFT-8458,203967,Timetable,Add room numbers to calendar week layout,Assistant Principal,Sheet1 - Row 192,"As a busy Assistant Principal, I'm in lots of different classrooms. However, on my week overview, I can't quickly see which rooms I'm in across the week - it just shows this the lesson name.

 Whilst I can click on it/hiver over it or just view on the day list view - adding the room number would be really useful.

 Otherwise, it's just another thing in Arbor that takes a few more clicks than it needs to....",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Classroom Management,Seating plans and My Classroom,Designing and Managing Seating Plans|Class and subject communication (students & guardians)
PFT-8448,203906,Timetable,Simple red line/red box on calendar,Teacher,Sheet1 - Row 202,"On day view or even week view, put a red line/red box around the particular lesson/session that you are on, like a digital calendar. That would help when you are going through the course of a day or looking at the whole week (5 day) what hour it currently is",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Classroom Management,Room changes and timetable,
PFT-8444,203879,Attendance,register mark notes carry forward from am. to pm.,Admin,Sheet1 - Row 206,"Please can the notes we put with the register mark in the morning carry forward to the afternoon.

 It would save time checking reasons for absence when we check the registers later in the day",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Uncategorised,Taking Period-by-Period Registers
PFT-8440,203864,Attendance,Pending Abs - push notification,Unknown,Sheet1 - Row 210,"It would be great if a tick box could be added - so that when we get absence messages we can see if they can be unauthorise them unless we have medical evidence etc.

 The Government cracking down on attendance is a huge thing and takes up a lot of office time - it would ease things if we could some how make it clear to all office staff that certain children should not be authorised until we have medical evidence.

 I know this seems like a small thing that many schools wouldn't use BUT we are a one form entry school and have 31 children that we would use this for - and that just since September ! It would be very useful and save a lot of time and pressure.",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Pre-planned absence and notes,Accessing Vital Pupil Context|Parent and guardian messages and notes|Taking Period-by-Period Registers|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-8434,203840,Cover,Future Cover assignments,Admin,Sheet1 - Row 216,Need to be able to see all future cover possibilities for a whole week if not longer. Can only see one day in advance. When change date to further than one day can only see planned absences not any sickness absence,12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Pre-planned absence and notes,Setting and Reviewing Assignments (Homework)|Taking Period-by-Period Registers|Setting and Reviewing Homework (Assignments)
PFT-8426,203823,SEN/SEND,Interventions custom group,Reprographics,Sheet1 - Row 224,"From: David <doneil@bishopdouglass.barnet.sch.uk>

 Thank you for your reply

 Can you see the merit in custom interventions updating with up-to-date class lists?

 Let’s say student A is in maths set A, but is struggling with their maths quite seriously

 Now student A is moved to maths set C,

 However, for ongoing intervention of higher maths (set A),

 student A now is in the wrong set and needs to be manually adjusted.

 instead of importing direct students, it would be good to be able to import the class, allowing for better administration

 David

 From: Ryan (Arbor Education) <myteam@arbor-education.com>

 Sent: 15 December 2025 11:10

 To: David O'Neil <doneil@bishopdouglass.barnet.sch.uk>

 Subject: Custom interventions

 Hi David,

 I'm really sorry for the delay on resolution for this ticket. I understand this would have impact on your school so wanted to explore all possible avenues before providing a final outcome.

 Unfortunately, it is only possible for intervention attendees to derive from an enrolment into that intervention. They cannot be pulled from elsewhere and must be enrolled in that intervention.

 Ad hoc intervention sessions are intended to be used on a one-off basis, and so it would not be possible to create them from a class list automatically. You can create ad hoc intervention sessions from the Lesson Dashboard, but this would need to be done manually each time. This is because standard interventions pull the students who are enrolled into them, and can do so continuously. Considering this, ad hoc interventions, as one-offs, allow for more flexibility on when/where a student is added to an intervention, but have no automation.

 I appreciate that this is not the outcome you were hoping for, and I'm sorry that I could not provide a more preferable resolution.

 If you have any further questions, please don't hesitate to let me know and I'll be happy to help.

 All the best,

 Ryan",12. December 2025 - User feedback - Part 1.txt,December,2025,Secondary,Behaviour Management,Points and rewards,Accessing Vital Pupil Context|Logging Behaviour and Rewards|Logging Behaviour and Setting Detentions|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-8417,203793,Report Cards,more than one report card template,Data Manager,Sheet1 - Row 233,We do a weekly pastoral report as well as termly progress reports and we have to keep changing the report template each time. Can there be a feature that allows more than one template in the system tab so that this does not have to be changed all the time.,12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Behaviour Management,Report cards and pastoral,Inputting Formative and Summative Assessments|Taking Period-by-Period Registers|Requesting Immediate Support (On-Call / Emergency Alert)
PFT-8413,203785,Staff/HR,Staff Absence Dashboard,Finance & HR Officer,Sheet1 - Row 237,"Good Morning,

 Just like pupil attendance, a dashboard that summarizes Staff Absence would be immensely helpful.

 We used to buy into Staff Management Absence (SAM) but could no longer afford this. Especially when Arbor is able to record staff absence, it was duplicating applications.

 However, although Arbor can record staff absence in it, the reports you can run are limited. To be able to see a summary of your staff absence would make my life so much easier. To be able to see if any trigger points are met. eg, 3 separate sickness absences in 3 month period, 10 working days in a rolling 12 month period, a pattern of sickness.

 The summary could show whose had the most absences this academic year, or rolling year, whose near a trigger point, whose had lots of sickness, or unpaid leave.

 Thanks",12. December 2025 - User feedback - Part 1.txt,December,2025,Secondary,Attendance & Registers,Staff absence and cover,Taking Period-by-Period Registers
PFT-8399,203646,Attendance,Pending Absences,Admin Officer: Data and Arbor/ MIS (A5620),Sheet1 - Row 251,When we accept pending absences it doesn't record how the absence was notified once on the student - It doesn't go into communications and it only shows whilst pending,12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Notifications and acknowledgements,Taking Period-by-Period Registers
PFT-8398,203645,Attendance,Pending Absences,Attendance Clerk,Sheet1 - Row 252,Why does 'Source' in Pending Absences show as Parent Portal? It does not inform whether one of the Parent's have submitted it. How do we adapt this to show which Parent submitted the absence.,12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Notifications and acknowledgements,Parent and guardian messages and notes|Setting and Reviewing Assignments (Homework)|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-8391,203616,Examinations,Seating plans in the Exam module,Exams Manager,Sheet1 - Row 259,"Hello, I am the Exams Manager and have been using Arbor since September.

 I’m just wondering if your development team could have a look at the allocating seats section? I feel it could be improved by allowing a list of candidates to appear on the right hand side of the screen next to the seating plan layout and having a function where a candidate can be dragged into a seat rather than having to go through the slide out that appears once ‘seat an individual candidate’ has been selected?

 I find it takes far longer to seat candidates in Arbor than it did in SIMS, however, I do like the function that allows a seating plan to be duplicated.",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Classroom Management,Seating plans and My Classroom,Managing Classroom Seating Plans|Designing and Managing Seating Plans
PFT-8388,203607,Attendance,Afternoon registers,leanne corneille,Sheet1 - Row 262,I am struggling to understand why i can not access afternoon registers? We have notes from parents about absentees for the week and some need entering in the morning but we cant access? Is there a reason for this or a way to add leave in the morning for afternoon pupils?,12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Uncategorised,Parent and guardian messages and notes|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-8369,203525,Assignments,Pre-planned homework and Seating Plan Update,Unknown,Sheet1 - Row 281,"Quality of life fix for seating plan creation - drag and drop students to seats from pool of names on a side bar, preferably with picture - not drop down box!

 Ability to randomly create seating plan after room layout designed

 Ability to schedule homework - for mass setting",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Classroom Management,Seating plans and My Classroom,Managing Classroom Seating Plans|Parent and guardian messages and notes|Setting and Reviewing Assignments (Homework)|Designing and Managing Seating Plans|Setting and Reviewing Homework (Assignments)
PFT-8355,203500,Timetable,Locking student timetables,Exams & Data Manager,Sheet1 - Row 295,"It would be helpful to be able to lock student timetables so they are unable to see any changes. Or remove the staff from the student app timetable.

 We are having issues where students can see they're going to have a cover lesson as a member of staff is off and they're prying into personal lives. For example, if a member of staff is leaving, students can see their future timetable and see that a member of staff is no longer assigned to their lesson but they may not have yet been told that the staff member will no longer be teaching them.",12. December 2025 - User feedback - Part 1.txt,December,2025,Secondary,Classroom Management,Room changes and timetable,Managing Cover Lessons
PFT-8350,203494,Attendance,Inability to take registers until 1 hour prior to beginning of session - wraparound & club registers,Extended Services Manager,Sheet1 - Row 300,"School office need the ability to mark children absent on wraparound and club registers as soon as known that they will not be joining the club. Reason: eliminates need to make a manual note to be actioned at point of registration, which is already a busy pinch point .",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Bulk edit and workflow,Managing End-of-Day Dismissals and Clubs|Taking Period-by-Period Registers
PFT-8348,203491,Behaviour,Workflow Growth,Data Manager,Sheet1 - Row 302,"We feel at Walton High that it would be a great idea to be able to extend the use of Automatic Workflows to be able to run workflows for Point awards and not only incidents. This way we can send automatic emails home for positives and not only for negative behaviour.

 The way we have positive behaviour rewarded doesn't work through incidents and so unless we create reports and then send comms on periodic basis. Parents can be informed when a point award is given.",12. December 2025 - User feedback - Part 1.txt,December,2025,Secondary,Behaviour Management,Behaviour incidents and logging,Accessing Vital Pupil Context|Logging Behaviour and Rewards|Parent and guardian messages and notes|Taking Period-by-Period Registers|Logging Behaviour and Setting Detentions|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-8335,203462,Attendance,Sixth Form Attendance,C6 Reception/ Admin,Sheet1 - Row 315,Please can you accurately display attendance by lesson for parents. In sixth from we do not use statutory it makes it impossible for parents to see accurate attendance.,12. December 2025 - User feedback - Part 1.txt,December,2025,Secondary,Classroom Management,Display and accessibility,Parent and guardian messages and notes|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-8334,203461,Attendance,Sixth Form Attendance,C6 Reception/ Admin,Sheet1 - Row 316,Please can you accurately display attendance by lesson for parents. In sixth from we do not use statutory it makes it impossible for parents to see accurate attendance.,12. December 2025 - User feedback - Part 1.txt,December,2025,Secondary,Classroom Management,Display and accessibility,Parent and guardian messages and notes|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-8316,203432,Behaviour,Automatic point awards based on attendance,Trust Data Lead,Sheet1 - Row 334,"Hi, it would be great if schools could set up automatic positive point wards for attendance - for example, 100% attendance for a week.

 Currently, if we do this in custom groups, it will only let us set 50 behaviour incidents at a time.

 Thank you",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Behaviour Management,Behaviour incidents and logging,Logging Behaviour and Rewards|Taking Period-by-Period Registers|Logging Behaviour and Setting Detentions
PFT-8310,203416,Attendance,Having a 'medical appointment evidence' tick box when recording an absence where the student has seen a professional,Administator,Sheet1 - Row 340,"I find myself typing in the 'Notes' - been to see a doctor and have evidence, or has a medical appointment at 2.45pm and evidence provided.",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Uncategorised,Accessing Vital Pupil Context|Taking Period-by-Period Registers|Accessing Vital Pupil Context and SEND Passports|Preparing for Guardian Consultations (Parents' Evenings)
PFT-8300,203375,Behaviour,Ability to make create separate incidents as default In My Classroom,Assistant Headteacher,Sheet1 - Row 350,"We have switched on the option to default creating behaviour incidents as separate incidents from the lesson dashboard, but when teachers log behaviour on My Classroom it does not default and so this makes it confusing for staff.",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Behaviour Management,Behaviour incidents and logging,Managing Classroom Seating Plans|Logging Behaviour and Rewards|Designing and Managing Seating Plans|Logging Behaviour and Setting Detentions|Class and subject communication (students & guardians)
PFT-8298,203362,Behaviour,Behaviour incident workflow,Head of Year and Behaviour Lead,Sheet1 - Row 352,"Would it be possible to add, as a behaviour workflow option, for students to be sent a message template as well as primary guardians for detentions? We are aware that the detention shows up on student calendars on Arbor.",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Behaviour Management,Behaviour incidents and logging,Logging Behaviour and Rewards|Parent and guardian messages and notes|Taking Period-by-Period Registers|Logging Behaviour and Setting Detentions|Class and subject communication (students & guardians)
PFT-8290,203342,Examinations,Print Seating plans,Unknown,Sheet1 - Row 360,Arbor needs to be able to print full seating plans. I think this can be done for exam plans but not classroom seating plans. For example to export to PDF and print the full class as an A4.,12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Classroom Management,Seating plans and My Classroom,Managing Classroom Seating Plans|Designing and Managing Seating Plans|Class and subject communication (students & guardians)
PFT-8288,203340,Safeguarding,"Show EverCIN as a badge on student profiles in the same way that PP, SEN and FSM are badges",MIS Assistant,Sheet1 - Row 362,"Please could you add this feature so this can be seen on registers and seating plans where appropriate ? It would be a big help!

 Also this could be restricted by permissions so only those with the ability to see Child Protection statuses can see the badge",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Uncategorised,Accessing Vital Pupil Context|Managing Classroom Seating Plans|Taking Period-by-Period Registers|Designing and Managing Seating Plans|Accessing Vital Pupil Context and SEND Passports
PFT-8287,203339,Attendance,Teacher not overtyping a planned absence,Office administrator/receptionist,Sheet1 - Row 363,If a teacher has already opened a register within the hour for a needed register. If the office staff the add on a planned absence and the teacher hasn't refreshed the page it will then allow the mark to be overwritten. It would be great if there was a way the system could stop the teacher from doing this or giving an error,12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Pre-planned absence and notes,Taking Period-by-Period Registers
PFT-8281,203318,Data & Reporting,Custom Report Writer - Graphs,Beverly Lowe,Sheet1 - Row 369,"I made a report in Custom Report writer for all pupils on entry/baseline behaviour data ""Data Behaviour Progress Baseline"" so I can download a graph for 1 pupil at a time. This worked until I added 1 pupil who went on roll with this data missing. If all data is not present, it wont let me run a graph for just 1 pupil.",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Behaviour Management,Behaviour incidents and logging,Logging Behaviour and Rewards|Taking Period-by-Period Registers|Logging Behaviour and Setting Detentions
PFT-8280,203316,Attendance,Logging multiple late students,Unknown,Sheet1 - Row 370,"Please can you add a function in arbor to enable schools to log multiple students as late. (In the same way that you can record a planned absence for multiple students).

 It takes way to long to do this at the moment.

 The only way is by going into individual student profiles or from a whole school register.",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Pre-planned absence and notes,Accessing Vital Pupil Context|Taking Period-by-Period Registers|Accessing Vital Pupil Context and SEND Passports
PFT-8278,203311,Behaviour,Behaviour Workflow - Email student as well as parent,Data Manager,Sheet1 - Row 372,"Hi,

 It would be really useful to be able to email a student when a detention is triggered as part of a workflow.

 For instance when 3 x -1 incidents are hit, this escalates to a -3, which we have set up as assigning a detention. This then automatically emails primary guardians, but an option to email students automatically would be really useful - as currently lots of students are saying they didn't know about the detention even though they have been verbally told by their form tutor.",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Behaviour Management,Behaviour incidents and logging,Logging Behaviour and Rewards|Parent and guardian messages and notes|Taking Period-by-Period Registers|Logging Behaviour and Setting Detentions|Class and subject communication (students & guardians)
PFT-8276,203298,Examinations,Improvements to Examinations,Exams & Data Officer,Sheet1 - Row 374,"It would be very beneficial & will reduce a lot of time if we can have the following improvements to examinations:

 1. The ability to drag and drop students into the seating plan rather than select from a drop down menu.

 2. Once students have been seated, they should be removed from the drop down list to make it easier for us to know remaining students that need seating.

 3. Seating plans to be clearer when printed on A4 (boxes are tiny & font almost impossible to read when printed) - too much blank space left which is a waste.

 4. The ability to see a student's finish time and their exam on the view in Arbor to make seating easier - at the moment you have to download and print the seating plan to see any errors in seating.

 5. Shorten AA titles or the ability to select what to show on the registers as it gets quite confusing/not so easy to read when you have selected a series of AA for a particular student.

 6. Issue with students seeing a later finish time on their Arbor account than what they get because there is one student in the same room as them that gets ET so the time shown for all students is the latest finishing time which has confused many students at our school as they believe that they are entitled to ET when in fact they do not get it!

 7. Issue with Arbor allocating us to seat 2 students in the same seat (different exams) - once a student has been seated in a particular seat, there should be no way that we could then seat an additional person in there (we have had this happen last external exam season and it caused a significant issue as we did not find out until the day when papers where being placed on desks).",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Uncategorised,Managing Classroom Seating Plans|Taking Period-by-Period Registers|Designing and Managing Seating Plans
PFT-8273,203287,Assessments,Dinner register for Primary schools on the same page as register.,SBO,Sheet1 - Row 377,If this could be done our teachers are saying it would save them time in a morning so they would not have to call the register twice if they could apply the lunch option at the same time as marking a student present?,12. December 2025 - User feedback - Part 1.txt,December,2025,Primary,Attendance & Registers,Uncategorised,Completing Morning Registration and Meal Selections|Taking Period-by-Period Registers|Inputting Subject Assessment Data
PFT-8271,203281,Payments,My Classroom - additional pupil information,Assistant Headteacher,Sheet1 - Row 379,"We really love the My Classroom layout and find seeing the data on the plan great - however wish we could add SEN or ALN information along the data and FSM

 It would be useful to be able to add additional data stored in Arbor such as Medical information - for instance we'd like to be able to add a Medical Pass note for those pupils with permission to use the toilet during lesson.

 Thank you",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Classroom Management,Seating plans and My Classroom,Accessing Vital Pupil Context|Managing Classroom Seating Plans|Designing and Managing Seating Plans|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-8268,203261,Behaviour,Take Register Settings,Administrator,Sheet1 - Row 382,"At the moment on ""Take Register Settings"" under ""Attendance Marks"" if you select yes for both ""Restrict Absence Marks"" and ""Prevent absences from being overwritten"" the former, ""Restrict absence marks"" takes precedence.

 We REALLY need both as yes, with both functions working. I find it odd that there is a restriction to only have one or the other.

 Can this please be made possible? We really really need both of these functionalities.

 We would be very grateful if this would be made possible.

 Many thanks,

 Monksmoor Office Team",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Bulk edit and workflow,Logging Behaviour and Rewards|Taking Period-by-Period Registers|Logging Behaviour and Setting Detentions
PFT-8267,203258,Attendance,Student Support Area,Lead Practitioner for Personal Development,Sheet1 - Row 383,"Hi!

 This would be invaluable:

 With the new Ofsted Framework we could do with a section that functions like behaviour, where we could easily programme and tick select our academic, pastoral, SEND and wellbeing 'Support' from a drop-down list and provide commentary where required. If Ofsted asked for a specific vulnerable child's 'Support' we could run the report detailing all strategies we had implemented to support our youngsters

 Please consider this as it is a gap in the programme and schools would find this useful. I am sure the Principal wouldn't mind us being a development school. I know Donna Crank at our school has already asked for functions in other areas, but this function would benefit so many schools.

 Tracey",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Behaviour Management,Report cards and pastoral,Accessing Vital Pupil Context|Logging Behaviour and Rewards|Taking Period-by-Period Registers|Logging Behaviour and Setting Detentions|Accessing Vital Pupil Context and SEND Passports|Requesting Immediate Support (On-Call / Emergency Alert)
PFT-8266,203255,Payments,Trip/ club attendance,support staff,Sheet1 - Row 384,"It would be great if the setup of Trip/ club can be done similar to the setup of interventions, where the registration mark link both in the system

 - trip / club attendance can be contributed to statutory attendance or fill in lesson registers

 Thanks

 Emily",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Clubs and wrap-around,Managing End-of-Day Dismissals and Clubs|Taking Period-by-Period Registers
PFT-8258,203219,Behaviour,Detentions,Head of year and Arbor lead,Sheet1 - Row 392,"Hi please can we get a Detention issue date on the detentions tab

 Due to detention rolling and multiple detention it will good to know and have a column to indicate when the detention was logged on the detention register",12. December 2025 - User feedback - Part 1.txt,December,2025,Secondary,Attendance & Registers,Uncategorised,Logging Behaviour and Rewards|Taking Period-by-Period Registers|Logging Behaviour and Setting Detentions
PFT-8246,203079,Attendance,History of Changes Report,Regional Attendance Officer,Sheet1 - Row 404,"I have been advised to submit a product idea following the Officer Hours: Attendance for Secondaries webinar this afternoon.

 Chat below:

 Taylor Davidson

 02:04 PM

 Is there a history of changes report available in Arbor (like SIMS had) for attendance code changes, for audit purposes? I am aware you can view this on each individuals profile, however this isn't adequate - I want to be able to run a report like SIMS had with all attendance code changes.

 Customer Education Team

 8 minutes ago

 Hi Taylor. Attendance marks audit history is available on a student's profile via Attendance, Audit History

 Taylor Davidson

 5 minutes ago

 I am aware of that, however going into each individual pupils profile to check is not an effective way of working when you have a PAN of over 1300 pupils. On SIMS, you could run a full history of changes report, inputting the relevant dates - this report would include all history of changes for managers to then QA. Please can this explored as a future development?

 Mharni Papatheodoropoulos

 3 minutes ago

 Hi Taylor, thanks for raising this - it's not possible, but you could submit it as a product idea through the MIS https://support.arbor-education.com/hc/en-us/articles/25652835304605-Our-Product-Roadmap-and-how-to-submit-ideas-and-improvements

 Kind regards

 Taylor Davidson",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Codes and marks,Taking Period-by-Period Registers
PFT-8242,203062,Behaviour,Add 'Pinned?' as a field when reporting on pastoral notes,MIS Assistant,Sheet1 - Row 408,"It would be incredibly useful if, when reporting on pastoral notes, we could filter between those that are currently pinned and not pinned with a yes/no. We regularly do audits of our pastoral notes and want to check which ones are out of date but there's no real way to do this efficiently. We do want to save most of our pastoral notes on the child's profile for historical record keeping so we don't want to delete the notes but just unpin them from the top of their profile when they are out of date. Therefore when reporting on pastoral notes i might see a note like 'living with grandma for 2 weeks while parents away', i have no way to know if that note is actually still pinned at the top (and therefore needs unpinning) or is just sat within the pastoral notes area of their profile like we want it to be. this is very time consuming to manage across 8 schools so this simple feature would be a massive help and time-save. :)",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Behaviour Management,Behaviour incidents and logging,Accessing Vital Pupil Context|Logging Behaviour and Rewards|Parent and guardian messages and notes|Logging Behaviour and Setting Detentions|Requesting Immediate Support (On-Call / Emergency Alert)|Class and subject communication (students & guardians)
PFT-8240,203051,Timetable,Bulk updating Registration Group lessons,Data Manager,Sheet1 - Row 410,"We often have to add a Registration Group lesson for all groups in the school (56 groups) and it would be really useful of there was a bulk way to do this. e.g. early finish for parents evening means an additional 5 minute session for all groups, Christmas lunch day when they all go to the canteen early than usual so we'd like to put them all in a reg group lesson for period 4, last day of winter & summer terms early finish days which require a reg group register before they leave school. It happens often & currently entails going into each reg group & adding a lesson one at a time.",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Uncategorised,Parent and guardian messages and notes|Preparing for Guardian Consultations (Parents' Evenings)|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-8239,203047,Attendance,Days absence,Unknown,Sheet1 - Row 411,"On the absentees by date page, it will show that a child has been absent for a number of days however this often isn't a full day - is it possible for this to be reviewed for safeguarding purposes? We would be concerned if we haven't seen a child for a number of days - but often they were actually in school yesterday but late or at an appointment.",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Uncategorised,Accessing Vital Pupil Context|Taking Period-by-Period Registers|Accessing Vital Pupil Context and SEND Passports|Preparing for Guardian Consultations (Parents' Evenings)
PFT-8238,203046,Data & Reporting,Custom report writer,HR and training officer,Sheet1 - Row 412,"Hi

 It would be very helpful to be able to select 'Filtered Working Days Lost' and 'total Working Days Lost' as options in the drop down selection for columns on the custom report writer. As those are not currently selectable options i have to do Vlookups to include them on our reporting causing additional work load.

 As they already show on the all staff absences report, surely it makes sense to have them as selectable options on the custom report writer.

 Thanks

 Desray",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Staff absence and cover,
PFT-8235,203039,Attendance,Lock codes in registers so teachers cannot overwrite existing planned absences and alternate provision registers,Attendance Officer,Sheet1 - Row 415,"Lock codes in registers so teachers cannot overwrite existing planned absences and alternate provision registers. This causes issues with overall attendance, time taken to 'tidy up' when codes have been changed, absence messages go out as teachers mark as N.

 This was a very hand option in SIMS.",12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Attendance & Registers,Pre-planned absence and notes,Parent and guardian messages and notes|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-8230,203027,Behaviour,My Classroom - adding behaviour to multiple students,Data Manager,Sheet1 - Row 420,Please could we have a way to set the behaviour in My Classroom so that the 'Create as Separate Events' box is checked by default? We've got the Behaviour Incident Policy set to log as separate incidents by default but this doesn't seem to carry over into My Classroom.,12. December 2025 - User feedback - Part 1.txt,December,2025,Both,Behaviour Management,Behaviour incidents and logging,Managing Classroom Seating Plans|Logging Behaviour and Rewards|Designing and Managing Seating Plans|Logging Behaviour and Setting Detentions|Class and subject communication (students & guardians)
